Date,MD,Home,Away,FTR,HomeG,AwayG,HmOd,DrOd,AwOd,Season,hHome,hAway,hScre,hRnd,Date_Only
2023-10-21 11:59:00,9,Torino,Inter,2,0,3,4.33,3.5,1.83,2023-2024,Torino,Inter Milan,0-1,38,2023-10-21
2023-10-21 09:00:00,9,Hellas Verona,Napoli,2,1,3,6.5,4.0,1.5,2023-2024,Napoli,Verona,0-0,30,2023-10-21
2023-10-08 14:45:00,8,Napoli,Fiorentina,2,1,3,1.67,4.0,4.75,2023-2024,Napoli,Fiorentina,1-0,34,2023-10-08
2023-10-08 11:59:00,8,Cagliari,AS Roma,2,1,4,3.8,3.4,1.95,2023-2024,AS Roma,Cagliari,1-0,22,2023-10-08
2023-10-08 09:00:00,8,Frosinone,Hellas Verona,1,2,1,2.15,3.4,3.3,2023-2024,Verona,Frosinone,1-2,33,2023-10-08
2023-10-08 09:00:00,8,Lazio,Atalanta,1,3,2,2.55,3.4,2.63,2023-2024,Lazio,Atalanta,0-2,22,2023-10-08
2023-10-08 06:30:00,8,Monza,Salernitana,1,3,0,1.73,3.8,4.5,2023-2024,Salernitana,Monza,3-0,24,2023-10-08
2023-10-07 14:45:00,8,Genoa,AC Milan,2,0,1,3.75,3.5,1.95,2023-2024,AC Milan,Genoa,2-0,33,2023-10-07
2023-10-07 11:59:00,8,Juventus,Torino,1,2,0,1.8,3.5,4.5,2023-2024,Juventus,Torino,4-2,24,2023-10-07
2023-10-07 09:00:00,8,Inter,Bologna,0,2,2,1.44,4.75,6.0,2023-2024,Bologna,Inter Milan,1-0,24,2023-10-07
2023-10-06 14:45:00,8,Lecce,Sassuolo,0,1,1,2.45,3.5,2.7,2023-2024,Lecce,Sassuolo,0-1,24,2023-10-06
2023-10-06 12:30:00,8,Empoli,Udinese,0,0,0,2.75,3.3,2.5,2023-2024,Empoli,Udinese,0-1,26,2023-10-06
2023-10-02 14:45:00,7,Fiorentina,Cagliari,1,3,0,1.44,4.5,6.5,2023-2024,Cagliari,Fiorentina,1-1,23,2023-10-02
2023-10-02 12:30:00,7,Sassuolo,Monza,2,0,1,2.15,3.75,3.0,2023-2024,Sassuolo,Monza,1-2,36,2023-10-02
2023-10-02 12:30:00,7,Torino,Hellas Verona,0,0,0,1.75,3.5,4.75,2023-2024,Verona,Torino,0-1,35,2023-10-02
2023-10-01 14:45:00,7,AS Roma,Frosinone,1,2,0,1.44,4.25,7.5,2023-2024,Frosinone,AS Roma,2-3,25,2023-10-01
2023-10-01 11:59:00,7,Atalanta,Juventus,0,0,0,2.5,3.4,2.7,2023-2024,Atalanta,Juventus,0-2,34,2023-10-01
2023-10-01 09:00:00,7,Udinese,Genoa,0,2,2,2.1,3.25,3.6,2023-2024,Genoa,Udinese,0-0,23,2023-10-01
2023-10-01 06:30:00,7,Bologna,Empoli,1,3,0,1.65,4.0,4.75,2023-2024,Empoli,Bologna,3-1,33,2023-10-01
2023-09-30 14:45:00,7,Salernitana,Inter,2,0,4,6.5,4.5,1.45,2023-2024,Salernitana,Inter Milan,1-1,29,2023-09-30
2023-09-30 11:59:00,7,AC Milan,Lazio,1,2,0,1.83,3.6,4.2,2023-2024,AC Milan,Lazio,2-0,34,2023-09-30
2023-09-30 09:00:00,7,Lecce,Napoli,2,0,4,4.0,3.75,1.83,2023-2024,Lecce,Napoli,1-2,29,2023-09-30
2023-09-28 14:45:00,6,Genoa,AS Roma,1,4,1,3.5,3.4,2.05,2023-2024,AS Roma,Genoa,0-0,24,2023-09-28
2023-09-28 12:30:00,6,Frosinone,Fiorentina,0,1,1,4.0,3.6,1.85,2023-2024,Fiorentina,Frosinone,0-1,31,2023-09-28
2023-09-28 12:30:00,6,Monza,Bologna,0,0,0,2.4,3.3,2.88,2023-2024,Bologna,Monza,0-1,22,2023-09-28
2023-09-27 14:45:00,6,Inter,Sassuolo,2,1,2,1.33,5.25,7.5,2023-2024,Inter Milan,Sassuolo,4-2,35,2023-09-27
2023-09-27 14:45:00,6,Lazio,Torino,1,2,0,1.91,3.5,4.2,2023-2024,Lazio,Torino,0-1,31,2023-09-27
2023-09-27 14:45:00,6,Napoli,Udinese,1,4,1,1.33,5.0,9.0,2023-2024,Udinese,Napoli,1-1,33,2023-09-27
2023-09-27 12:30:00,6,Cagliari,AC Milan,2,1,3,6.0,4.0,1.53,2023-2024,Cagliari,AC Milan,0-1,30,2023-09-27
2023-09-27 12:30:00,6,Empoli,Salernitana,1,1,0,2.25,3.1,3.4,2023-2024,Empoli,Salernitana,2-1,34,2023-09-27
2023-09-27 12:30:00,6,Hellas Verona,Atalanta,2,0,1,4.5,4.0,1.7,2023-2024,Atalanta,Verona,3-1,36,2023-09-27
2023-09-26 14:45:00,6,Juventus,Lecce,1,1,0,1.45,4.2,7.5,2023-2024,Juventus,Lecce,2-1,33,2023-09-26
2023-09-24 14:45:00,5,Torino,AS Roma,0,1,1,2.9,3.0,2.7,2023-2024,Torino,AS Roma,0-1,29,2023-09-24
2023-09-24 11:59:00,5,Bologna,Napoli,0,0,0,4.75,3.8,1.8,2023-2024,Bologna,Napoli,2-2,37,2023-09-24
2023-09-24 09:00:00,5,Atalanta,Cagliari,1,2,0,1.33,5.25,10.0,2023-2024,Atalanta,Cagliari,1-2,24,2023-09-24
2023-09-24 09:00:00,5,Udinese,Fiorentina,2,0,2,3.2,3.5,2.25,2023-2024,Fiorentina,Udinese,2-0,35,2023-09-24
2023-09-24 06:30:00,5,Empoli,Inter,2,0,1,7.0,4.75,1.44,2023-2024,Empoli,Inter Milan,0-3,31,2023-09-24
2023-09-23 14:45:00,5,Lazio,Monza,0,1,1,1.83,3.75,4.2,2023-2024,Monza,Lazio,0-2,28,2023-09-23
2023-09-23 11:59:00,5,Sassuolo,Juventus,1,4,2,3.75,3.75,1.91,2023-2024,Sassuolo,Juventus,1-0,30,2023-09-23
2023-09-23 09:25:00,5,AC Milan,Hellas Verona,1,1,0,1.4,4.5,8.5,2023-2024,AC Milan,Verona,3-1,38,2023-09-23
2023-09-22 14:45:00,5,Lecce,Genoa,1,1,0,2.4,3.0,3.5,2023-2024,Genoa,Lecce,2-1,34,2023-09-22
2023-09-22 12:30:00,5,Salernitana,Frosinone,0,1,1,2.38,3.2,3.1,2023-2024,-,-,-,-,2023-09-22
2023-09-18 14:45:00,4,Hellas Verona,Bologna,0,0,0,2.88,3.3,2.4,2023-2024,Verona,Bologna,2-1,31,2023-09-18
2023-09-18 12:30:00,4,Salernitana,Torino,2,0,3,3.2,3.3,2.25,2023-2024,Torino,Salernitana,1-1,30,2023-09-18
2023-09-17 14:45:00,4,AS Roma,Empoli,1,7,0,1.44,4.33,7.0,2023-2024,AS Roma,Empoli,2-0,21,2023-09-17
2023-09-17 11:59:00,4,Fiorentina,Atalanta,1,3,2,2.3,3.4,3.0,2023-2024,Fiorentina,Atalanta,1-1,30,2023-09-17
2023-09-17 09:00:00,4,Frosinone,Sassuolo,1,4,2,2.8,3.4,2.4,2023-2024,Sassuolo,Frosinone,2-2,35,2023-09-17
2023-09-17 09:00:00,4,Monza,Lecce,0,1,1,2.1,3.3,3.5,2023-2024,Monza,Lecce,0-1,37,2023-09-17
2023-09-17 06:30:00,4,Cagliari,Udinese,0,0,0,2.8,3.5,2.38,2023-2024,Udinese,Cagliari,5-1,31,2023-09-17
2023-09-16 14:45:00,4,Genoa,Napoli,0,2,2,5.5,3.8,1.6,2023-2024,Napoli,Genoa,3-0,37,2023-09-16
2023-09-16 11:59:00,4,Inter,AC Milan,1,5,1,2.38,3.4,2.9,2023-2024,Inter Milan,AC Milan,1-0,21,2023-09-16
2023-09-16 09:00:00,4,Juventus,Lazio,1,3,1,1.85,3.4,4.5,2023-2024,Lazio,Juventus,2-1,29,2023-09-16
2023-09-03 14:45:00,3,Empoli,Juventus,2,0,2,5.0,3.75,1.67,2023-2024,Empoli,Juventus,4-1,36,2023-09-03
2023-09-03 14:45:00,3,Lecce,Salernitana,1,2,0,1.95,3.2,4.2,2023-2024,Lecce,Salernitana,1-2,20,2023-09-03
2023-09-03 12:30:00,3,Inter,Fiorentina,1,4,0,1.67,3.6,5.0,2023-2024,Inter Milan,Fiorentina,0-1,28,2023-09-03
2023-09-03 12:30:00,3,Torino,Genoa,1,1,0,1.67,3.6,5.25,2023-2024,Genoa,Torino,1-0,30,2023-09-03
2023-09-02 14:45:00,3,Atalanta,Monza,1,3,0,1.53,4.0,6.0,2023-2024,Atalanta,Monza,5-2,38,2023-09-02
2023-09-02 14:45:00,3,Napoli,Lazio,2,1,2,1.7,3.6,5.0,2023-2024,Napoli,Lazio,0-1,25,2023-09-02
2023-09-02 12:30:00,3,Bologna,Cagliari,1,2,1,1.65,3.75,5.25,2023-2024,Cagliari,Bologna,2-1,21,2023-09-02
2023-09-02 12:30:00,3,Udinese,Frosinone,0,0,0,1.8,3.6,4.33,2023-2024,Frosinone,Udinese,1-3,36,2023-09-02
2023-09-01 14:45:00,3,AS Roma,AC Milan,2,1,2,2.45,3.2,2.88,2023-2024,AS Roma,AC Milan,1-1,32,2023-09-01
2023-09-01 12:30:00,3,Sassuolo,Hellas Verona,1,3,1,1.85,3.6,4.2,2023-2024,Verona,Sassuolo,2-1,29,2023-09-01
2023-08-28 14:45:00,2,Cagliari,Inter,2,0,2,7.0,4.33,1.45,2023-2024,Cagliari,Inter Milan,1-3,37,2023-08-28
2023-08-28 12:30:00,2,Salernitana,Udinese,0,1,1,3.1,3.2,2.3,2023-2024,Salernitana,Udinese,3-2,37,2023-08-28
2023-08-27 14:45:00,2,Lazio,Genoa,2,0,1,1.5,4.33,6.5,2023-2024,Genoa,Lazio,1-4,32,2023-08-27
2023-08-27 14:45:00,2,Napoli,Sassuolo,1,2,0,1.3,5.5,9.0,2023-2024,Sassuolo,Napoli,0-2,23,2023-08-27
2023-08-27 12:30:00,2,Fiorentina,Lecce,0,2,2,1.55,4.0,6.0,2023-2024,Fiorentina,Lecce,1-0,27,2023-08-27
2023-08-27 12:30:00,2,Juventus,Bologna,0,1,1,1.55,4.0,6.0,2023-2024,Bologna,Juventus,1-1,32,2023-08-27
2023-08-26 14:45:00,2,AC Milan,Torino,1,4,1,1.57,4.0,5.5,2023-2024,AC Milan,Torino,1-0,22,2023-08-26
2023-08-26 14:45:00,2,Hellas Verona,AS Roma,1,2,1,4.0,3.5,1.85,2023-2024,AS Roma,Verona,1-0,23,2023-08-26
2023-08-26 12:30:00,2,Frosinone,Atalanta,1,2,1,4.33,3.6,1.8,2023-2024,Frosinone,Atalanta,0-5,20,2023-08-26
2023-08-26 12:30:00,2,Monza,Empoli,1,2,0,1.91,3.6,3.8,2023-2024,Monza,Empoli,2-1,25,2023-08-26
2023-08-21 14:45:00,1,Bologna,AC Milan,2,0,2,3.1,3.25,2.15,2023-2024,Bologna,AC Milan,1-1,30,2023-08-21
2023-08-21 12:30:00,1,Torino,Cagliari,0,0,0,1.7,3.6,4.33,2023-2024,Torino,Cagliari,1-2,27,2023-08-21
2023-08-20 14:45:00,1,Lecce,Lazio,1,2,1,3.3,3.1,2.1,2023-2024,Lazio,Lecce,2-2,35,2023-08-20
2023-08-20 14:45:00,1,Udinese,Juventus,2,0,3,4.2,3.4,1.8,2023-2024,Udinese,Juventus,0-1,38,2023-08-20
2023-08-20 12:30:00,1,AS Roma,Salernitana,0,2,2,1.44,4.2,6.0,2023-2024,AS Roma,Salernitana,2-2,36,2023-08-20
2023-08-20 12:30:00,1,Sassuolo,Atalanta,2,0,2,3.3,3.4,2.05,2023-2024,Sassuolo,Atalanta,1-0,21,2023-08-20
2023-08-19 14:45:00,1,Genoa,Fiorentina,2,1,4,3.0,3.3,2.2,2023-2024,Fiorentina,Genoa,6-0,22,2023-08-19
2023-08-19 14:45:00,1,Inter,Monza,1,2,0,1.36,4.33,8.0,2023-2024,Inter Milan,Monza,0-1,30,2023-08-19
2023-08-19 12:30:00,1,Empoli,Hellas Verona,2,0,1,2.3,3.2,2.8,2023-2024,Verona,Empoli,1-1,37,2023-08-19
2023-08-19 12:30:00,1,Frosinone,Napoli,2,1,3,6.0,4.5,1.44,2023-2024,Frosinone,Napoli,0-2,34,2023-08-19
2023-06-04 15:00:00,38,AC Milan,Hellas Verona,1,3,1,1.73,3.8,4.33,2022-2023,Verona,AC Milan,1-2,10,2023-06-04
2023-06-04 15:00:00,38,AS Roma,Spezia,1,2,1,1.85,3.6,4.0,2022-2023,Spezia,AS Roma,0-2,19,2023-06-04
2023-06-04 15:00:00,38,Atalanta,Monza,1,5,2,1.5,4.5,5.5,2022-2023,Monza,Atalanta,0-2,5,2023-06-04
2023-06-04 15:00:00,38,Lecce,Bologna,2,2,3,2.63,3.2,2.6,2022-2023,Bologna,Lecce,2-0,11,2023-06-04
2023-06-04 15:00:00,38,Udinese,Juventus,2,0,1,4.0,3.6,1.85,2022-2023,Juventus,Udinese,1-0,17,2023-06-04
2023-06-04 12:30:00,38,Napoli,Sampdoria,1,2,0,1.25,5.75,11.0,2022-2023,Sampdoria,Napoli,0-2,17,2023-06-04
2023-06-03 15:00:00,38,Cremonese,Salernitana,1,2,0,2.63,3.5,2.5,2022-2023,Salernitana,Cremonese,2-2,13,2023-06-03
2023-06-03 15:00:00,38,Empoli,Lazio,2,0,2,3.8,3.75,1.85,2022-2023,Lazio,Empoli,2-2,17,2023-06-03
2023-06-03 12:30:00,38,Torino,Inter,2,0,1,3.1,3.5,2.2,2022-2023,Inter Milan,Torino,1-0,6,2023-06-03
2023-06-02 14:30:00,38,Sassuolo,Fiorentina,2,1,3,2.7,3.6,2.4,2022-2023,Fiorentina,Sassuolo,2-1,17,2023-06-02
2023-05-28 14:45:00,37,Juventus,AC Milan,2,0,1,2.3,3.4,3.1,2022-2023,AC Milan,Juventus,2-0,9,2023-05-28
2023-05-28 11:59:00,37,Lazio,Cremonese,1,3,2,1.25,6.0,11.0,2022-2023,Cremonese,Lazio,0-4,7,2023-05-28
2023-05-28 09:00:00,37,Bologna,Napoli,0,2,2,3.5,3.4,2.1,2022-2023,Napoli,Bologna,3-2,10,2023-05-28
2023-05-28 09:00:00,37,Monza,Lecce,2,0,1,2.6,3.25,2.8,2022-2023,Lecce,Monza,1-1,6,2023-05-28
2023-05-28 06:30:00,37,Hellas Verona,Empoli,0,1,1,1.7,3.8,5.0,2022-2023,Empoli,Verona,1-1,4,2023-05-28
2023-05-27 14:45:00,37,Inter,Atalanta,1,3,2,1.75,4.0,4.33,2022-2023,Atalanta,Inter Milan,2-3,15,2023-05-27
2023-05-27 11:59:00,37,Fiorentina,AS Roma,1,2,1,2.45,3.4,2.8,2022-2023,AS Roma,Fiorentina,2-0,18,2023-05-27
2023-05-27 09:00:00,37,Salernitana,Udinese,1,3,2,2.75,3.5,2.5,2022-2023,Udinese,Salernitana,0-0,2,2023-05-27
2023-05-27 09:00:00,37,Spezia,Torino,2,0,4,2.45,3.3,2.9,2022-2023,Torino,Spezia,0-1,18,2023-05-27
2023-05-26 14:45:00,37,Sampdoria,Sassuolo,0,2,2,3.75,3.75,1.91,2022-2023,Sassuolo,Sampdoria,1-2,16,2023-05-26
2023-05-22 14:45:00,36,Empoli,Juventus,1,4,1,5.0,3.6,1.7,2022-2023,Juventus,Empoli,4-0,11,2023-05-22
2023-05-22 12:30:00,36,AS Roma,Salernitana,0,2,2,1.4,4.75,7.0,2022-2023,Salernitana,AS Roma,0-1,1,2023-05-22
2023-05-21 14:45:00,36,Udinese,Lazio,2,0,1,3.4,3.3,2.1,2022-2023,Lazio,Udinese,0-0,10,2023-05-21
2023-05-21 11:59:00,36,Napoli,Inter,1,3,1,2.45,3.3,2.8,2022-2023,Inter Milan,Napoli,1-0,16,2023-05-21
2023-05-21 09:00:00,36,Torino,Fiorentina,0,1,1,2.5,3.25,2.8,2022-2023,Fiorentina,Torino,0-1,19,2023-05-21
2023-05-21 06:30:00,36,Lecce,Spezia,0,0,0,1.95,3.4,4.0,2022-2023,Spezia,Lecce,0-0,17,2023-05-21
2023-05-20 14:45:00,36,AC Milan,Sampdoria,1,5,1,1.2,6.0,13.0,2022-2023,Sampdoria,AC Milan,1-2,6,2023-05-20
2023-05-20 11:59:00,36,Atalanta,Hellas Verona,1,3,1,1.53,4.33,5.5,2022-2023,Verona,Atalanta,0-1,3,2023-05-20
2023-05-20 09:00:00,36,Cremonese,Bologna,2,1,5,2.88,3.25,2.45,2022-2023,Bologna,Cremonese,1-1,19,2023-05-20
2023-05-19 14:45:00,36,Sassuolo,Monza,2,1,2,2.15,3.3,3.4,2022-2023,Monza,Sassuolo,1-1,19,2023-05-19
2023-05-15 14:45:00,35,Sampdoria,Empoli,0,1,1,3.1,3.3,2.3,2022-2023,Empoli,Sampdoria,1-0,18,2023-05-15
2023-05-14 14:45:00,35,Juventus,Cremonese,1,2,0,1.36,4.75,8.5,2022-2023,Cremonese,Juventus,0-1,16,2023-05-14
2023-05-14 11:59:00,35,Bologna,AS Roma,0,0,0,3.4,3.0,2.3,2022-2023,AS Roma,Bologna,1-0,16,2023-05-14
2023-05-14 09:00:00,35,Fiorentina,Udinese,1,2,0,1.85,3.6,4.0,2022-2023,Udinese,Fiorentina,1-0,4,2023-05-14
2023-05-14 09:00:00,35,Monza,Napoli,1,2,0,5.0,3.8,1.65,2022-2023,Napoli,Monza,4-0,2,2023-05-14
2023-05-14 06:30:00,35,Hellas Verona,Torino,2,0,1,2.7,3.0,2.75,2022-2023,Torino,Verona,1-1,16,2023-05-14
2023-05-13 14:45:00,35,Inter,Sassuolo,1,4,2,1.4,4.75,7.0,2022-2023,Sassuolo,Inter Milan,1-2,9,2023-05-13
2023-05-13 11:59:00,35,Spezia,AC Milan,1,2,0,4.75,3.6,1.73,2022-2023,AC Milan,Spezia,2-1,13,2023-05-13
2023-05-13 09:00:00,35,Salernitana,Atalanta,1,1,0,4.75,4.0,1.67,2022-2023,Atalanta,Salernitana,8-2,18,2023-05-13
2023-05-12 14:45:00,35,Lazio,Lecce,0,2,2,1.67,3.5,5.5,2022-2023,Lecce,Lazio,2-1,16,2023-05-12
2023-05-08 14:45:00,34,Sassuolo,Bologna,0,1,1,2.3,3.4,3.0,2022-2023,Bologna,Sassuolo,3-0,15,2023-05-08
2023-05-08 12:30:00,34,Empoli,Salernitana,1,2,1,2.1,3.4,3.4,2022-2023,Salernitana,Empoli,2-2,5,2023-05-08
2023-05-08 12:30:00,34,Udinese,Sampdoria,1,2,0,1.53,4.2,5.75,2022-2023,Sampdoria,Udinese,0-1,19,2023-05-08
2023-05-07 14:45:00,34,Lecce,Hellas Verona,2,0,1,2.2,3.4,3.2,2022-2023,Verona,Lecce,2-0,19,2023-05-07
2023-05-07 11:59:00,34,Napoli,Fiorentina,1,1,0,1.7,3.8,4.75,2022-2023,Fiorentina,Napoli,0-0,3,2023-05-07
2023-05-07 09:00:00,34,Torino,Monza,0,1,1,1.95,3.4,3.8,2022-2023,Monza,Torino,1-2,1,2023-05-07
2023-05-07 06:30:00,34,Atalanta,Juventus,2,0,2,2.3,3.4,3.0,2022-2023,Juventus,Atalanta,3-3,19,2023-05-07
2023-05-06 14:45:00,34,Cremonese,Spezia,1,2,0,2.2,3.4,3.2,2022-2023,Spezia,Cremonese,2-2,10,2023-05-06
2023-05-06 11:59:00,34,AS Roma,Inter,2,0,2,2.6,3.3,2.63,2022-2023,Inter Milan,AS Roma,1-2,8,2023-05-06
2023-05-06 09:00:00,34,AC Milan,Lazio,1,2,0,2.0,3.5,3.6,2022-2023,Lazio,AC Milan,4-0,19,2023-05-06
2023-05-04 14:45:00,33,Empoli,Bologna,1,3,1,3.0,3.2,2.38,2022-2023,Bologna,Empoli,0-1,7,2023-05-04
2023-05-04 14:45:00,33,Udinese,Napoli,0,1,1,4.2,3.6,1.83,2022-2023,Napoli,Udinese,3-2,15,2023-05-04
2023-05-03 15:00:00,33,AC Milan,Cremonese,0,1,1,1.33,5.0,9.0,2022-2023,Cremonese,AC Milan,0-0,14,2023-05-03
2023-05-03 15:00:00,33,Hellas Verona,Inter,2,0,6,5.0,3.6,1.7,2022-2023,Inter Milan,Verona,1-0,18,2023-05-03
2023-05-03 15:00:00,33,Lazio,Sassuolo,1,2,0,1.7,3.75,5.0,2022-2023,Sassuolo,Lazio,0-2,18,2023-05-03
2023-05-03 15:00:00,33,Monza,AS Roma,0,1,1,3.8,3.2,2.05,2022-2023,AS Roma,Monza,3-0,4,2023-05-03
2023-05-03 11:59:00,33,Atalanta,Spezia,1,3,2,1.36,4.75,8.0,2022-2023,Spezia,Atalanta,2-2,16,2023-05-03
2023-05-03 11:59:00,33,Juventus,Lecce,1,2,1,1.55,4.0,6.0,2022-2023,Lecce,Juventus,0-1,12,2023-05-03
2023-05-03 11:59:00,33,Salernitana,Fiorentina,0,3,3,4.75,3.6,1.73,2022-2023,Fiorentina,Salernitana,2-1,14,2023-05-03
2023-05-03 11:59:00,33,Sampdoria,Torino,2,0,2,3.8,3.3,1.95,2022-2023,Torino,Sampdoria,2-0,14,2023-05-03
2023-04-30 14:45:00,32,Bologna,Juventus,0,1,1,3.5,3.3,2.1,2022-2023,Juventus,Bologna,3-0,8,2023-04-30
2023-04-30 11:59:00,32,Fiorentina,Sampdoria,1,5,0,1.36,4.5,9.0,2022-2023,Sampdoria,Fiorentina,0-2,13,2023-04-30
2023-04-30 09:00:00,32,Cremonese,Hellas Verona,0,1,1,2.63,3.3,2.63,2022-2023,Verona,Cremonese,2-0,17,2023-04-30
2023-04-30 09:00:00,32,Napoli,Salernitana,0,1,1,1.22,6.5,11.0,2022-2023,Salernitana,Napoli,0-2,19,2023-04-30
2023-04-30 09:00:00,32,Sassuolo,Empoli,1,2,1,1.75,3.75,4.33,2022-2023,Empoli,Sassuolo,1-0,13,2023-04-30
2023-04-30 06:30:00,32,Inter,Lazio,1,3,1,1.91,3.6,3.8,2022-2023,Lazio,Inter Milan,3-1,3,2023-04-30
2023-04-29 14:45:00,32,Torino,Atalanta,2,1,2,2.9,3.4,2.38,2022-2023,Atalanta,Torino,3-1,4,2023-04-29
2023-04-29 11:59:00,32,AS Roma,AC Milan,0,1,1,2.45,3.2,2.9,2022-2023,AC Milan,AS Roma,2-2,17,2023-04-29
2023-04-28 14:45:00,32,Spezia,Monza,2,0,2,2.7,3.3,2.55,2022-2023,Monza,Spezia,2-0,9,2023-04-28
2023-04-28 12:30:00,32,Lecce,Udinese,1,1,0,2.63,3.1,2.75,2022-2023,Udinese,Lecce,1-1,13,2023-04-28
2023-04-24 14:45:00,31,Atalanta,AS Roma,1,3,1,2.25,3.4,3.1,2022-2023,AS Roma,Atalanta,0-1,7,2023-04-24
2023-04-23 14:45:00,31,Juventus,Napoli,2,0,1,2.75,3.2,2.55,2022-2023,Napoli,Juventus,5-1,18,2023-04-23
2023-04-23 11:59:00,31,AC Milan,Lecce,1,2,0,1.5,4.0,7.0,2022-2023,Lecce,AC Milan,2-2,18,2023-04-23
2023-04-23 09:00:00,31,Monza,Fiorentina,1,3,2,3.5,3.5,2.05,2022-2023,Fiorentina,Monza,1-1,16,2023-04-23
2023-04-23 09:00:00,31,Udinese,Cremonese,1,3,0,1.65,4.0,4.75,2022-2023,Cremonese,Udinese,0-0,12,2023-04-23
2023-04-23 06:30:00,31,Empoli,Inter,2,0,3,5.5,4.2,1.55,2022-2023,Inter Milan,Empoli,0-1,19,2023-04-23
2023-04-22 14:45:00,31,Sampdoria,Spezia,0,1,1,2.5,3.3,2.75,2022-2023,Spezia,Sampdoria,2-1,7,2023-04-22
2023-04-22 11:59:00,31,Lazio,Torino,2,0,1,1.91,3.4,4.0,2022-2023,Torino,Lazio,0-0,2,2023-04-22
2023-04-22 09:00:00,31,Salernitana,Sassuolo,1,3,0,3.1,3.5,2.2,2022-2023,Sassuolo,Salernitana,5-0,8,2023-04-22
2023-04-21 14:45:00,31,Hellas Verona,Bologna,1,2,1,2.7,3.1,2.7,2022-2023,Bologna,Verona,1-1,2,2023-04-21
2023-04-17 14:45:00,30,Fiorentina,Atalanta,0,1,1,2.25,3.4,3.0,2022-2023,Atalanta,Fiorentina,1-0,8,2023-04-17
2023-04-16 14:45:00,30,AS Roma,Udinese,1,3,0,1.73,3.6,4.75,2022-2023,Udinese,AS Roma,4-0,5,2023-04-16
2023-04-16 11:59:00,30,Sassuolo,Juventus,1,1,0,4.0,3.5,1.91,2022-2023,Juventus,Sassuolo,3-0,1,2023-04-16
2023-04-16 09:00:00,30,Torino,Salernitana,0,1,1,1.73,3.6,5.0,2022-2023,Salernitana,Torino,1-1,17,2023-04-16
2023-04-16 06:30:00,30,Lecce,Sampdoria,0,1,1,1.95,3.2,4.2,2022-2023,Sampdoria,Lecce,0-2,15,2023-04-16
2023-04-15 14:45:00,30,Inter,Monza,2,0,1,1.36,4.75,8.5,2022-2023,Monza,Inter Milan,2-2,17,2023-04-15
2023-04-15 11:59:00,30,Napoli,Hellas Verona,0,0,0,1.4,4.75,8.0,2022-2023,Verona,Napoli,2-5,1,2023-04-15
2023-04-15 09:00:00,30,Bologna,AC Milan,0,1,1,3.5,3.25,2.1,2022-2023,AC Milan,Bologna,2-0,3,2023-04-15
2023-04-14 14:45:00,30,Spezia,Lazio,2,0,3,4.33,3.5,1.8,2022-2023,Lazio,Spezia,4-0,8,2023-04-14
2023-04-14 12:30:00,30,Cremonese,Empoli,1,1,0,2.55,3.25,2.75,2022-2023,Empoli,Cremonese,2-0,15,2023-04-14
2023-04-08 14:45:00,29,Lazio,Juventus,1,2,1,2.75,3.0,2.75,2022-2023,Juventus,Lazio,3-0,15,2023-04-08
2023-04-08 12:30:00,29,Hellas Verona,Sassuolo,1,2,1,2.6,3.25,2.75,2022-2023,Sassuolo,Verona,2-1,11,2023-04-08
2023-04-08 12:30:00,29,Torino,AS Roma,2,0,1,3.0,3.0,2.5,2022-2023,AS Roma,Torino,1-1,15,2023-04-08
2023-04-08 10:30:00,29,Atalanta,Bologna,2,0,2,1.62,3.8,5.5,2022-2023,Bologna,Atalanta,1-2,17,2023-04-08
2023-04-08 10:30:00,29,Sampdoria,Cremonese,2,2,3,2.3,3.25,3.25,2022-2023,Cremonese,Sampdoria,0-1,11,2023-04-08
2023-04-08 08:30:00,29,Fiorentina,Spezia,0,1,1,1.45,4.5,7.0,2022-2023,Spezia,Fiorentina,1-2,12,2023-04-08
2023-04-08 06:30:00,29,Udinese,Monza,0,2,2,1.91,3.5,4.0,2022-2023,Monza,Udinese,1-2,3,2023-04-08
2023-04-07 15:00:00,29,AC Milan,Empoli,0,0,0,1.4,4.5,7.5,2022-2023,Empoli,AC Milan,1-3,8,2023-04-07
2023-04-07 13:00:00,29,Lecce,Napoli,2,1,2,7.0,4.0,1.5,2022-2023,Napoli,Lecce,1-1,4,2023-04-07
2023-04-07 11:00:00,29,Salernitana,Inter,0,1,1,7.0,4.75,1.4,2022-2023,Inter Milan,Salernitana,2-0,10,2023-04-07
2023-04-03 14:45:00,28,Sassuolo,Torino,0,1,1,2.55,3.2,2.8,2022-2023,Torino,Sassuolo,0-1,7,2023-04-03
2023-04-03 13:30:00,28,Empoli,Lecce,1,1,0,2.38,3.1,3.2,2022-2023,Lecce,Empoli,1-1,3,2023-04-03
2023-04-02 14:45:00,28,Napoli,AC Milan,2,0,4,1.75,3.5,4.75,2022-2023,AC Milan,Napoli,1-2,7,2023-04-02
2023-04-02 11:59:00,28,AS Roma,Sampdoria,1,3,0,1.44,4.0,8.0,2022-2023,Sampdoria,AS Roma,0-1,10,2023-04-02
2023-04-02 09:00:00,28,Monza,Lazio,2,0,2,3.4,3.3,2.15,2022-2023,Lazio,Monza,1-0,14,2023-04-02
2023-04-02 09:00:00,28,Spezia,Salernitana,0,1,1,2.1,3.3,3.5,2022-2023,Salernitana,Spezia,1-0,11,2023-04-02
